No,Barcode,HBM,Core,Channel,Bank,Failed_Test,failed_address,failed_address_count,Fail_mode,CDC-SID0,CDC-SID1,CDC-SID2,PFA,Report,Status,Defect_type_Log,Defect_location_Log,Defect_type_PFA,Defect_location_PFA,Assessment
239,TZNBVV77M8414LS10027,D,7,J0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Die edge crack,Left_2,,,
240,TZNBVV77MD414LS10014,A,6,G0,I0,March & Scan,[0x1ada],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Functional,,,,
241,TZNBVV77MD414LS10014,A,6,G0,J0,March & Scan,[0x3fb],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Functional,,,,
242,TZNBVV77MD414LS10014,A,6,G1,J1,March & Scan,[0xd43],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Functional,,,,
243,TZNBVV77MD414LS10014,A,6,H0,I0,March & Scan,[0x1e88],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Functional,,,,
244,TZNBVV77MD414LS10014,A,6,H1,J1,March & Scan,[0x1c20],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Functional,,,,
245,TZNBVV80LE413LS10001,E,1,D0,I0,March & Scan,"[0x404, 0x410, 0x416, 0x41e, 0x40c, 0x400, 0x402, 0x40e, 0x412, 0x414, 0x406, 0x40a, 0x41c, 0x418, 0x41a, 0x408]",16,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Minor die edge crack,Right_2,,,
246,TZNBWR05LY414LS10004,G,3,I0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Die edge crack,Left_2,,,
247,TZNBWR05LY414LS10004,G,3,J0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\L_TCG20,,Die edge crack,Left_2,,,
248,TZNBVV77MD414LS10016,C,4,M0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Die edge crack,Left_2,,,
249,TZNBVV77MD414LS10016,C,4,N0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Die edge crack,Left_2,,,
250,TZNBVV80LF413LS10019,B,1,B0,F0,Scan,[0x1f9f],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
251,TZNBVV80LF413LS10019,B,1,B1,E1,Scan,[0x2d84],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
252,TZNBVV80LF413LS10019,B,2,E1,H1,Scan,[0xca1],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
253,TZNBVV80LF413LS10019,B,3,I1,G1,Scan,[0x2de4],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
254,TZNBVV80LF413LS10019,B,3,K0,A0,Scan,[0x1d89],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
255,TZNBVV80LF413LS10019,B,3,K1,A1,Scan,[0x1ff0],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
256,TZNBVV80LF413LS10019,B,4,N1,L1,Scan,[0x3d34],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
257,TZNBVV80LF413LS10019,B,4,O1,C1,Scan,[0x1784],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
258,TZNBVV80LF413LS10019,B,5,B1,C1,Scan,[0x20c3],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
259,TZNBVV80LF413LS10019,B,6,G1,G1,Scan,[0x2477],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
260,TZNBVV80LF413LS10019,B,7,J0,J0,Scan,[0x30ed],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
261,TZNBVV80LF413LS10019,B,8,M0,D0,Scan,[0x277c],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
262,TZNBVV90LQ414LS10010,F,12,M1,H1,Scan,[0x3c99],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
263,TZNBVV90LQ414LS10010,F,12,N0,F0,Scan,[0x3f4],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
264,TZNBVV90LQ414LS10010,F,12,O1,A1,Scan,[0x3766],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
265,TZNBVV98LU413LS10002,G,3,J1,A1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
266,TZNBVV98LU413LS10002,G,3,J1,B1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
267,TZNBVV98LU413LS10002,G,3,J1,C1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
268,TZNBVV98LU413LS10002,G,3,J1,D1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
269,TZNBVV98LU413LS10002,G,3,J1,E1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
270,TZNBVV98LU413LS10002,G,3,J1,F1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
271,TZNBVV98LU413LS10002,G,3,J1,G1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
272,TZNBVV98LU413LS10002,G,3,J1,H1,March & Scan,"[0x3ffe, 0x1ffe]",2,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
273,TZNBVW02LS413LS10012,H,12,N1,N1,Scan,[0x39a7],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
274,TZNBVW02LS413LS10012,H,12,O1,L1,Scan,[0x2c61],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
275,TZNBVW10LH413LS10012,B,5,C0,A0,March,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x1, 0x16, 0x8, 0x12, 0x4, 0x1a]",16,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Functional,,,,
276,TZNBVW10LH413LS10012,B,5,D0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\M_TCG30,,Die edge crack,Right_1,,,
277,TZNBVW02LA413LS10024,B,8,O0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Die edge crack,Right_2,,,
278,TZNBVW02LA413LS10024,B,8,P0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Die edge crack,Right_2,,,
279,TZNBVW10LD413LS10024,A,8,M0,A0,Scan,"[0x2565, 0x1777, 0x29af, 0x30cb, 0x2ccb, 0x3b5b, 0x127b, 0x165, 0x20bb, 0x2347, 0x32db, 0x3499, 0x291f, 0x2da3, 0x1e03]",15,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
280,TZNBVW10LD413LS10024,A,8,M0,B0,Scan,[0x4e6],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
281,TZNBVW10LD413LS10024,A,8,N0,A0,Scan,"[0x9ab, 0x25cb, 0x25ed, 0xa7c, 0x27d, 0x383d, 0x1c43, 0x3297, 0x29, 0x3aed, 0x1712, 0x399, 0x1b13, 0x1a1b, 0x16db, 0x345]",16,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
282,TZNBVW10LD413LS10024,A,8,O0,A0,Scan,"[0x1eef, 0x63, 0x1165, 0x352d, 0x18f5, 0x254d, 0x32c7, 0x3c43, 0x30c2, 0x907, 0x31a9]",11,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
283,TZNBVW10LD413LS10024,A,8,O0,B0,Scan,"[0x69a, 0xe4, 0x6d6, 0x7e7, 0x676]",5,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
284,TZNBVW10LD413LS10024,A,8,O1,I1,March,[0x1fae],1,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
285,TZNBVW10LD413LS10024,A,8,P0,A0,Scan,"[0x272, 0x451, 0x330, 0x3567, 0xfff, 0x275c, 0x25cd, 0xb72, 0x5c1, 0x3d95]",10,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
286,TZNBVW10LD413LS10024,A,8,P0,B0,Scan,"[0x5d0, 0x1bda, 0x1618, 0x179e, 0x1eb6, 0x18e4]",6,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
287,TZNBVW10M1414LS10011,E,3,K0,A0,March,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x1, 0x16, 0x8, 0x12, 0x4, 0x1a]",16,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
288,TZNBVW10M1414LS10011,E,3,L0,A0,March,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x1, 0x16, 0x8, 0x12, 0x4, 0x1a]",16,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
289,TZNBVW10M1414LS10011,E,3,L0,E0,Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,cell,,,,,MI300_SLT_fails_at_FT_TCJTCK_fails\N_TCG40,,Functional,,,,
290,TZNBVV44LL414LS10012,E,4,O0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
291,TZNBVV44LL414LS10012,E,4,P0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
292,TZNBVV46LJ413LS10022,F,5,A0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
293,TZNBVV46LJ413LS10022,F,5,B0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
294,TZNBVV52LG414LS10012,G,4,M0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
295,TZNBVV52LG414LS10012,G,4,N0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
296,TZNBVV52M9415LS10029,A,5,A0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
297,TZNBVV52M9415LS10029,A,5,B0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
298,TZNBVV67LC415LS10013,G,4,M0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
299,TZNBVV67LC415LS10013,G,4,N0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
300,TZNBVV70M2414LS10029,G,4,M0,A0,March & Scan,"[0x2f6e, 0xf6e]",2,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
301,TZNBVV70M2414LS10029,G,4,M0,B0,March & Scan,"[0x3d60, 0xfd8, 0x2fd8, 0x1d60]",4,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
302,TZNBVV70M2414LS10029,G,4,M0,C0,March & Scan,"[0x16d5, 0x2f6e, 0xf6e]",3,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
303,TZNBVV70M2414LS10029,G,4,M0,D0,March & Scan,"[0x3d60, 0xfd8, 0x2fd8, 0x1d60]",4,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
304,TZNBVV70M2414LS10029,G,4,M0,E0,March & Scan,"[0x2f6e, 0xf6e, 0x3554]",3,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
305,TZNBVV70M2414LS10029,G,4,M0,F0,March,[0xfd8],1,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
306,TZNBVV70M2414LS10029,G,4,N0,A0,March & Scan,"[0x1536, 0x7ec, 0x280e, 0x27ec, 0x80e, 0x3536]",6,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
307,TZNBVV70M2414LS10029,G,4,N0,B0,March & Scan,"[0x1efc, 0x3efc, 0x1ffe, 0x3ffe, 0x0, 0x2000]",6,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
308,TZNBVV70M2414LS10029,G,4,N0,C0,March & Scan,"[0x1536, 0x7ec, 0x280e, 0x27ec, 0x80e, 0x3536]",6,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
309,TZNBVV70M5414LS10020,E,4,O0,J0,March & Scan,[0x17aa],1,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
310,TZNBVV70M5414LS10020,E,4,P0,K0,March,[0x24a7],1,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
311,TZNBVV70M5414LS10020,E,4,P1,J1,March & Scan,[0xb2f],1,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
312,TZNBVV75MK413LS10003,F,6,G0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
313,TZNBVV75MK413LS10003,F,6,H0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
314,TZNBVV75MM413LS10007,C,6,E0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
315,TZNBVV75MM413LS10007,C,6,F0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
316,TZNBVV76LG413LS10024,G,6,E0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
317,TZNBVV76LG413LS10024,G,6,F0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
318,TZNBVV77MD414LS10019,E,6,E0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
319,TZNBVV77MD414LS10019,E,6,F0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
320,TZNBVV95ME415LS10007,D,12,M1,O1,Scan,[0x344b],1,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
321,TZNBVV95ME415LS10007,E,3,L0,K0,March & Scan,"[0x93a, 0x93d]",2,cell,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Functional,,,,
322,TZNBVV98LU413LS10006,A,9,C0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Pass,Fail,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_2,,,
323,TZNBVV98LU413LS10006,A,9,D0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Pass,Fail,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_2,,,
324,TZNBVW00LF413LS10020,A,5,C0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_2,,,
325,TZNBVW00LF413LS10020,A,5,D0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_2,,,
326,TZNBVW00LF413LS10020,H,5,D0,M0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_2,,,
327,TZNBVW01LS413LS10001,H,4,O0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
328,TZNBVW01LS413LS10001,H,4,P0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
329,TZNBVW05M5414LS10013,E,3,I0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
330,TZNBVW05M5414LS10013,E,3,J0,I0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_2,,,
331,TZNBVW05M6414LS10025,G,4,M1,A1,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,"Left_1, Top_1",,,
332,TZNBVW10LG413LS10003,H,3,I0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
333,TZNBVW10LG413LS10003,H,3,J0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Fail,Pass,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Left_1,,,
334,TZNBVW13L8413LS10018,E,5,C0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
335,TZNBVW13L8413LS10018,E,5,D0,A0,March & Scan,"[0xa, 0x18, 0x10, 0x1e, 0xe, 0x2, 0x1c, 0x14, 0x6, 0xc, 0x16, 0x8, 0x0, 0x12, 0x4, 0x1a]",16,Gross,Pass,Fail,Pass,,MI300_SLT_fails_at_FT_TCJTCK_fails\O_HBM fails extend,,Die edge crack,Right_1,,,
